city,locality,beds,locality_bed_market_rate
Bangalore,Nehru Nagar,3,32.0
Bangalore,NelaMangala,2,11.0
Bangalore,New International Airport Road,2,26.5
Bangalore,New International Airport Road,3,31.5
Bangalore,Nisarga Nandana Layout,3,14.0
Bangalore,Nyanapanahalli,3,17.0
Bangalore,OMBR Layout,3,28.0
Bangalore,OMBR Layout,4,29.0
Bangalore,Old Guddadahalli,2,8.0
Bangalore,Old Madras Road,1,27.0
Bangalore,Old Madras Road,2,26.0
Bangalore,Old Madras Road,3,35.0
Bangalore,Old Madras Road,5,38.0
Bangalore,PNS Layout,2,31.0
Bangalore,Pai Layout Hulimavu,2,21.0
Bangalore,Pai Layout Mahadevapura,2,27.0
Bangalore,Pai Layout Mahadevapura,4,34.0
Bangalore,Palace Cross Road,6,38.0
Bangalore,Palanahalli Road,2,24.0
Bangalore,Panathur,1,53.0
Bangalore,Panathur,2,49.0
Bangalore,Panathur,3,43.0
Bangalore,Papareddipalya,1,12.0
Bangalore,Papareddipalya,2,17.0
Bangalore,Parappana Agrahara,1,23.0
Bangalore,Patteghar Palya Main Road,1,17.0
Bangalore,Peace layout,3,20.0
Bangalore,Phase 1 Sivagiri Township,1,20.0
Bangalore,Phase 1st JP Nagar,2,40.0
Bangalore,Phase 1st JP Nagar,3,38.0
Bangalore,Phase 1st JP Nagar,4,80.0
Bangalore,Phase 1st MCECHS Layout,2,23.0
Bangalore,Phase 2nd JP Nagar,2,32.0
Bangalore,Phase 3 Reliable Residency Layout,3,20.0
Bangalore,Phase 5 JP Nagar,2,21.0
Bangalore,Phase 5 JP Nagar,3,69.0
Bangalore,Phase 5 JP Nagar,4,25.0
Bangalore,Phase 7 JP Nagar,1,23.0
Bangalore,Phase 7 JP Nagar,2,21.0
Bangalore,Phase 7 JP Nagar,3,23.0
Bangalore,Phase 8th JP Nagar,1,23.0
Bangalore,Pillaganahalli,1,13.0
Bangalore,Pragathi Nagar,3,19.0
Bangalore,Prithvi layout,2,34.0
Bangalore,Prithvi layout,3,31.0
Bangalore,Pulkeshi Nagar,3,50.0
Bangalore,Puttanahalli,3,28.0
Bangalore,RBI Layout,2,17.0
Bangalore,RHCS Layout,2,13.0
Bangalore,RMV Extension,1,20.0
Bangalore,RMV Extension,3,34.0
Bangalore,RMV Extension Stage 2,3,37.0
Bangalore,RMV Extension Stage 2,4,58.0
Bangalore,RPC Layout,2,23.0
Bangalore,RS Palya,1,13.0
Bangalore,RT Nagar,1,32.5
Bangalore,RT Nagar,2,27.5
Bangalore,RT Nagar,3,50.0
Bangalore,RT Nagar,4,50.0
Bangalore,Rachenahalli,2,22.0
Bangalore,Rachenahalli,4,26.0
Bangalore,Rachenahalli Main Road,3,26.0
Bangalore,Raghuvanahalli BCMC Layout,2,19.0
Bangalore,Rainbow Drive,3,46.0
Bangalore,Rajaji Nagar,1,16.0
Bangalore,Rajaji Nagar,2,142.0
Bangalore,Rajaji Nagar,3,83.0
Bangalore,Rajaji Nagar,4,48.0
Bangalore,Rajaji Nagar Block 1,3,100.5
Bangalore,Rajaji Nagar Block 2,1,23.0
Bangalore,Rajaji Nagar Industrial Town,4,101.0
Bangalore,Rajajinagar Stage 2,2,29.0
Bangalore,Rajajinagar Stage 2,4,102.0
Bangalore,Rajajinagar Stage 2,5,21.0
Bangalore,Rajanukunte,4,68.0
Bangalore,Rajarajeshwari Nagar,2,18.0
Bangalore,Rajarajeshwari Nagar,3,29.5
Bangalore,Rajarajeshwari Nagar Stage 5,2,25.0
Bangalore,Rajarajeshwari Nagar Stage 5,8,65.0
Bangalore,Ramagondanahalli-Whitefield,1,62.0
Bangalore,Ramamurthy Nagar,1,27.0
Bangalore,Ramamurthy Nagar,2,19.0
Bangalore,Ramamurthy Nagar,3,37.0
Bangalore,Ramanjaneyanagar,2,18.0
Bangalore,Ramchandrapura,2,11.0
Bangalore,Rayasandra,1,13.0
Bangalore,Rayasandra,2,34.0
Bangalore,Rayasandra Main Road,3,31.0
Bangalore,Richards Town,3,58.0
Bangalore,Richmond Road,3,79.0
Bangalore,Richmond Town,2,59.0
Bangalore,Richmond Town,3,59.0
Bangalore,Richmond Town,4,105.0
Bangalore,Ring Road,3,40.0
Bangalore,Ring Road,4,62.0
Bangalore,Royal Shelters,5,25.0
Bangalore,Rustam Bagh Layout,1,50.0
Bangalore,SG Palya,2,28.0
Bangalore,Sadahalli Main Road,8,85.0
Bangalore,Sadashiva Nagar,4,57.0
Bangalore,Sahakara Nagar,2,27.0
Bangalore,Sahakara Nagar,3,29.0
Bangalore,Sahakara Nagar,4,30.0
Bangalore,Samethanahalli,3,48.0
Bangalore,Sampigehalli,2,57.5
Bangalore,Sanjayanagara,2,109.0
Bangalore,Sanjayanagara,3,37.5
Bangalore,Sanjayanagara,4,23.0
Bangalore,Sanjayanagara,5,71.0
Bangalore,Sannatammanahalli,2,21.0
Bangalore,Sarjapur,1,20.0
Bangalore,Sarjapur,2,50.0
Bangalore,Sarjapur,3,22.0
Bangalore,Sarjapur,4,15.0
Bangalore,Sarjapur,5,14.0
Bangalore,Sarjapur Road,1,33.0
Bangalore,Sarjapur Road,2,36.0
Bangalore,Sarjapur Road,3,38.0
Bangalore,Sarjapur Road,4,38.5
Bangalore,Sarjapur Road,5,30.0
Bangalore,Sarjapura Attibele Road,2,17.0
Bangalore,Sarjapura Attibele Road,3,20.0
Bangalore,Sarjapura Attibele Road,4,17.0
Bangalore,Sathanur,2,16.0
Bangalore,Sathanur,3,34.0
Bangalore,Sathya Sai Layout,4,27.0
Bangalore,Sector 1 HSR Layout,1,59.0
Bangalore,Sector 1 HSR Layout,2,40.0
Bangalore,Sector 11 New Thippasandra,2,30.0
Bangalore,Sector 2 HSR Layout,1,32.0
Bangalore,Sector 2 HSR Layout,2,50.0
Bangalore,Sector 2 HSR Layout,3,63.0
Bangalore,Sector 2 HSR Layout,4,64.5
Bangalore,Sector 3 HSR Layout,1,55.0
Bangalore,Sector 3 HSR Layout,2,30.0
Bangalore,Sector 4 HSR Layout,2,37.5
Bangalore,Sector 5 HSR Layout,2,33.0
Bangalore,Sector 5 HSR Layout,3,31.0
Bangalore,Sector 6 HSR Layout,3,46.0
Bangalore,Seegehalli,3,38.0
Bangalore,Seegehalli,4,34.0
Bangalore,Seegehalli KR Puram,2,14.0
Bangalore,Seegehalli Kannamangala Road,2,17.0
Bangalore,Seegehalli Road,2,21.0
Bangalore,Shanthala Nagar,1,38.0
Bangalore,Shanti Nagar,1,36.0
Bangalore,Siddapur,2,19.0
Bangalore,Silicon Town,1,19.0
Bangalore,Silver County Road,2,17.0
Bangalore,Silver Oak Layout,2,28.0
Bangalore,Sindhi Colony,3,97.0
Bangalore,Singapura,1,12.0
Bangalore,Singasandra,2,20.0
Bangalore,Singasandra,3,28.5
Bangalore,Singasandra,4,17.0
Bangalore,Sir M Visvesvaraya Inst Road,4,57.0
Bangalore,Soladevanahalli,2,9.0
Bangalore,Somasundarapalya,1,29.0
Bangalore,Someshwara Layout,1,35.0
Bangalore,Sompura,4,74.0
Bangalore,Spencer Road,1,20.0
Bangalore,Spice Garden Layout,1,21.0
Bangalore,Sri Balaji Layout,3,21.0
Bangalore,Sri Sai Layout,2,21.0
Bangalore,Srigandha Nagar,2,20.0
Bangalore,Srinagar,1,6.0
Bangalore,Srirampuram,1,32.0
Bangalore,Stage 1st Kumaraswamy Layout,3,17.0
Bangalore,State Highway 104,4,33.0
Bangalore,Subbaiahnapalya,2,18.0
Bangalore,Subs Nagar,2,37.0
Bangalore,Sudhama Nagar,2,38.0
Bangalore,Sultanpalya,2,23.0
Bangalore,Sunkadakatte,1,9.0
Bangalore,Sunkadakatte,2,19.0
Bangalore,Sunkadakatte,5,14.0
Bangalore,Suryanagar,3,14.0
Bangalore,Syndicate Bank Colony,3,26.0
Bangalore,T Dasarahalli,2,91.0
Bangalore,T Dasarahalli,3,36.0
Bangalore,T Dasarahalli,4,20.0
Bangalore,Talacauvery Layout,3,27.0
Bangalore,Talaghattapura,2,32.0
Bangalore,Talaghattapura,3,17.0
Bangalore,Tata Nagar,2,24.0
Bangalore,Tata Nagar,3,23.5
Bangalore,Tavarekere,1,30.0
Bangalore,Tavarekere BTM Layout,2,21.0
Bangalore,Teachers Colony -HSR Layout,1,40.0
Bangalore,Tejaswini Nagar Phase 1,3,21.0
Bangalore,Thambu Chetty Palya,1,10.0
Bangalore,Thambu Chetty Palya,2,16.0
Bangalore,Thambu Chetty Palya,3,16.0
Bangalore,Thanisandra,1,84.0
Bangalore,Thanisandra,2,35.0
Bangalore,Thanisandra,3,43.5
Bangalore,Thanisandra,4,93.0
Bangalore,Thanisandra Main Road,2,111.0
Bangalore,Thanisandra Main Road,3,29.0
Bangalore,Thanisandra Main Road,4,40.0
Bangalore,Thigalarapalya,1,5.0
Bangalore,Thigalarapalya,2,43.0
Bangalore,Thindlu,2,22.0
Bangalore,Thirumenahalli,2,30.0
Bangalore,Thirumenahalli,3,21.0
Bangalore,Thirumenahalli,4,17.0
Bangalore,Thubarahalli,2,35.0
Bangalore,Thurahalli,2,14.0
Bangalore,Thyagaraja Nagar,1,35.0
Bangalore,Trinity Church Road,3,47.0
Bangalore,Tulasi Layout,1,23.0
Bangalore,Tumkur Road,1,35.0
Bangalore,Tumkur Road,2,26.0
Bangalore,Tumkur Road,3,32.0
Bangalore,Tumkur Road,4,35.0
Bangalore,Udaya nagar,2,20.0
Bangalore,Upkar Layout Whitefield,5,24.0
Bangalore,Uttarahalli,2,22.0
Bangalore,Uttarahalli,3,29.0
Bangalore,Uttarahalli Main Road,2,25.0
Bangalore,V Kallahalli,3,27.0
Bangalore,Vagdevi Layout,1,43.0
Bangalore,Valepura,1,10.0
Bangalore,Valepura,4,24.0
Bangalore,Varanasi,2,22.0
Bangalore,Varthur,1,30.5
Bangalore,Varthur,2,30.5
Bangalore,Varthur,3,36.0
Bangalore,Varthur Kodi,4,20.0
Bangalore,Vasanth Nagar,1,39.0
Bangalore,Vasanth Nagar,2,50.0
Bangalore,Vasanth Nagar,3,100.0
Bangalore,Vasanth Nagar,4,91.0
Bangalore,Vasanth Vihar AWHO,2,23.0
Bangalore,Veerannapalya,1,40.0
Bangalore,Veerasandra,1,30.0
Bangalore,Veerasandra,2,15.0
Bangalore,Vibhutipura,2,8.0
Bangalore,Victoria Layout,1,43.0
Bangalore,Victoria Layout,3,58.0
Bangalore,Vidhana Soudha Layout,1,13.0
Bangalore,Vidyaranyapura,2,20.0
Bangalore,Vidyaranyapura,3,18.0
Bangalore,Vignan Nagar,3,29.5
Bangalore,Vigneshwara Layout Hoysala Nagar,3,28.0
Bangalore,Vijaya Bank Layout Bommanahalli,3,38.0
Bangalore,Vijaya Bank Layout Bommanahalli,5,18.0
Bangalore,Vijayanagar,1,14.0
Bangalore,Vijayanagar,2,25.0
Bangalore,Vijayanagar,3,22.0
Bangalore,Vijayanagar,4,13.0
Bangalore,Vijayapura Town,2,13.0
Bangalore,Vimanapura,2,17.0
Bangalore,Vinayak Nagar,2,22.5
Bangalore,Virgonagar Industrial Estate,1,42.0
Bangalore,Virupakshapura,2,13.5
Bangalore,Vittal Mallya Road,3,94.0
Bangalore,Vittasandra Main Road,4,33.0
Bangalore,Viveka Nagar,1,37.0
Bangalore,Viveka Nagar,4,24.0
Bangalore,Vyalikaval,1,36.0
Bangalore,Vyalikaval HBCS Layout,1,31.0
Bangalore,Whitefield,1,46.0
Bangalore,Whitefield,2,37.0
Bangalore,Whitefield,3,41.0
Bangalore,Whitefield,4,39.0
Bangalore,Whitefield,5,69.0
Bangalore,Wilson Garden,2,41.0
Bangalore,Yelachenahalli,1,15.0
Bangalore,Yelahanka,1,33.0
Bangalore,Yelahanka,2,26.0
Bangalore,Yelahanka,3,29.5
Bangalore,Yelahanka,4,75.0
Bangalore,Yelahanka,5,99.5
Bangalore,Yelahanka Air Force base,2,36.0
Bangalore,Yelahanka Air Force base,3,25.0
Bangalore,Yelahanka New Town,1,24.0
Bangalore,Yelahanka New Town,2,18.0
Bangalore,Yelahanka New Town,3,25.0
Bangalore,Yelenahalli,3,46.0
Bangalore,Yellappa Chetty Layout,5,170.0
Bangalore,Yemalur,1,103.0
Bangalore,Yemalur,2,63.0
Bangalore,Yeswanthpur,2,30.0
Bangalore,Yeswanthpur,3,30.0
Bangalore,jakkur Plantation,3,23.0
Mumbai,90 Feet Road,2,67.0
Mumbai,90 Feet Road,3,54.0
Mumbai,Aarey Colony,1,55.0
Mumbai,Abhyudaya Nagar,1,80.0
Mumbai,Abhyudaya Nagar,3,150.0
Mumbai,Adarsh Nagar Jogeshwari West,2,81.0
Mumbai,Agar Bazar,4,133.0
Mumbai,Agripada,2,107.0
Mumbai,Ajit Nagar,1,54.0
Mumbai,Amar Nagar Mulund West,1,51.0
Mumbai,Ambewadi Malad East,2,68.0
Mumbai,Amboli,1,79.0
Mumbai,Amboli,2,59.5
Mumbai,Amrut Nagar Ghatkopar West,1,100.0
Mumbai,Anand Nagar Dahisar East,1,56.0
Mumbai,Anand Nagar Dahisar East,2,58.0
Mumbai,Andheri,1,60.0
Mumbai,Andheri East,1,64.0
Mumbai,Andheri East,2,81.5
Mumbai,Andheri East,3,75.0
Mumbai,Andheri East,5,130.0
Mumbai,Andheri West,1,94.0
Mumbai,Andheri West,2,98.0
Mumbai,Andheri West,3,120.5
Mumbai,Andheri West,4,125.0
Mumbai,Andheri West,5,144.5
Mumbai,Ashok Nagar Kandivali East,1,42.0
Mumbai,Atur Park,3,83.0
Mumbai,Azad Nagar Andheri East,3,92.0
Mumbai,Azad Nagar Andheri West,3,94.0
Mumbai,Babhai Naka - Borivali West,1,71.0
Mumbai,Bachani Nagar,1,59.0
Mumbai,Bandra,2,156.0
Mumbai,Bandra East,2,100.5
Mumbai,Bandra East,3,191.0
Mumbai,Bandra East,4,159.0
Mumbai,Bandra Kurla Complex,2,150.0
Mumbai,Bandra Kurla Complex,3,116.0
Mumbai,Bandra Kurla Complex,4,211.0
Mumbai,Bandra Kurla Complex,5,268.5
Mumbai,Bandra West,1,121.0
Mumbai,Bandra West,2,160.0
Mumbai,Bandra West,3,188.0
Mumbai,Bandra West,4,226.5
Mumbai,Bangur Nagar,2,79.0
Mumbai,Bangur Nagar,3,65.0
Mumbai,Barve Nagar,3,37.0
Mumbai,Battipada,1,52.0
Mumbai,Best Colony Chembur East,2,94.0
Mumbai,Best Colony Parel,2,135.0
Mumbai,Best Nagar - Goregaon West,4,100.0
Mumbai,Bhakti Park,2,99.5
Mumbai,Bhakti Park,4,173.0
Mumbai,Bhandup,1,60.0
Mumbai,Bhandup East,1,54.0
Mumbai,Bhandup Village Road,2,63.0
Mumbai,Bhandup West,1,62.0
Mumbai,Bhandup West,2,68.0
Mumbai,Bhandup West,3,54.5
Mumbai,Bhatwadi Ghatkopar West,1,32.0
Mumbai,Bhayandar East,1,31.0
Mumbai,Bhayandar East,2,16.5
Mumbai,Bhayandar West,1,26.0
Mumbai,Bhoiwada - Parel,2,134.0
Mumbai,Bolinj,2,10.0
Mumbai,Borivali,2,81.0
Mumbai,Borivali East,1,70.0
Mumbai,Borivali East,2,47.0
Mumbai,Borivali East,3,87.5
Mumbai,Borivali East,4,100.0
Mumbai,Borivali West,1,53.0
Mumbai,Borivali West,2,79.0
Mumbai,Borivali West,3,76.5
Mumbai,Breach Candy,3,155.0
Mumbai,Brhmanwada,3,125.0
Mumbai,Byculla,1,75.0
Mumbai,Byculla,2,155.0
Mumbai,Byculla,3,178.0
Mumbai,Central Area,1,95.0
Mumbai,Central Area,2,79.0
Mumbai,Central Avenue Road,3,114.0
Mumbai,Central Ordanance Depot,2,49.0
Mumbai,Chakala,1,66.5
Mumbai,Chakala,2,76.0
Mumbai,Chakala MIDC,1,71.0
Mumbai,Chandan Nagar,2,11.0
Mumbai,Chandivali,1,72.0
Mumbai,Chandivali,2,100.0
Mumbai,Chandivali,3,91.0
Mumbai,Charkop,1,78.0
Mumbai,Charni Road,1,100.0
Mumbai,Chedda Nagar,1,42.0
Mumbai,Chembur,1,73.0
Mumbai,Chembur,2,82.0
Mumbai,Chembur,3,98.0
Mumbai,Chembur,4,97.5
Mumbai,Chimaji Nagar,1,55.0
Mumbai,Chincholi Phatak,3,91.0
Mumbai,Chinchpokli,1,79.5
Mumbai,Chunabhatti,1,52.0
Mumbai,Chunabhatti,3,106.0
Mumbai,Churchgate,3,210.0
Mumbai,Citizen Colony,1,26.0
Mumbai,Colaba,1,176.0
Mumbai,Colaba,2,6.0
Mumbai,Colaba,3,35.0
Mumbai,Cuffe Parade,2,230.0
Mumbai,Cuffe Parade,4,188.0
Mumbai,Dadar,2,106.0
Mumbai,Dadar,3,121.0
Mumbai,Dadar East,1,78.0
Mumbai,Dadar East,2,184.0
Mumbai,Dadar East,4,152.0
Mumbai,Dadar West,1,125.0
Mumbai,Dadar West,2,147.5
Mumbai,Dadar West,3,114.0
Mumbai,Dadar West,4,167.0
Mumbai,Dahanukar Wadi,1,72.0
Mumbai,Dahanukar Wadi,2,65.0
Mumbai,Dahisar,1,23.0
Mumbai,Dahisar,2,29.0
Mumbai,Dahisar,3,69.0
Mumbai,Dahisar East,1,46.5
Mumbai,Dahisar East,2,54.0
Mumbai,Dahisar West,1,67.0
Mumbai,Dahisar West,2,38.0
Mumbai,Danda,1,36.0
Mumbai,Dattapada,1,38.0
Mumbai,Dattapada,3,95.0
Mumbai,Dattapada,5,118.5
Mumbai,Deonar,2,100.0
Mumbai,Deonar Chembur,2,99.5
Mumbai,Deonar Chembur,3,108.0
Mumbai,Deonar Farm Road,3,82.0
Mumbai,Deonar Village Road,3,55.0
Mumbai,Devidas Road,2,87.0
Mumbai,Devipada,1,90.0
Mumbai,Devipada,3,77.0
Mumbai,Dindoshi - Malad East,2,68.0
Mumbai,Dindoshi - Malad East,3,65.0
Mumbai,Eden Gardens,3,18.0
Mumbai,Eksar Road,2,57.0
Mumbai,Ekta Nagar Kandivali West,1,79.0
Mumbai,Evershine Millennium Paradise,2,80.0
Mumbai,Evershine Nagar,2,88.0
Mumbai,Evershine Nagar,3,79.0
Mumbai,Film City Road,1,83.5
Mumbai,Film City Road,2,72.0
Mumbai,Fish Market Area,1,45.0
Mumbai,Fort,2,125.0
Mumbai,Four Bungalows,1,77.0
Mumbai,Four Bungalows,2,90.0
Mumbai,Four Bungalows,3,155.0
Mumbai,Four Bungalows,4,207.0
Mumbai,GTB Nagar,2,14.0
Mumbai,Gaikwad Nagar Malad West,1,58.0
Mumbai,Gandhi Nagar Bandra East,1,136.0
Mumbai,Gandhi Nagar Upper Worli,2,140.5
Mumbai,Ganesh Nagar Kalaram Nagar,1,43.0
Mumbai,Garodia Nagar,3,70.0
Mumbai,Gavane Pada,2,104.0
Mumbai,Gavanpada,1,63.0
Mumbai,Geeta Nagar Mira Road East,1,26.0
Mumbai,Ghatkopar,1,50.0
Mumbai,Ghatkopar,2,47.0
Mumbai,Ghatkopar East,1,68.5
Mumbai,Ghatkopar East,2,62.0
Mumbai,Ghatkopar East,3,93.0
Mumbai,Ghatkopar West,1,45.0
Mumbai,Ghatkopar West,2,86.0
Mumbai,Ghatkopar West,3,109.0
Mumbai,Ghatkopar West,4,91.0
Mumbai,Ghodapdeo,1,76.0
Mumbai,Ghodbunder Road,1,25.0
Mumbai,Ghodbunder Road,2,39.0
Mumbai,Gilbert Hill,2,11.0
Mumbai,Girgaon,1,107.5
Mumbai,Girgaon,2,101.5
Mumbai,Girgaon,3,107.0
Mumbai,Godrej Colony,2,158.0
Mumbai,Gokuldham,2,85.0
Mumbai,Gokuldham,3,118.0
Mumbai,Gorai,2,30.0
Mumbai,Gorai 1,2,33.0
Mumbai,Gorai 2,5,52.0
Mumbai,Goregaon,3,72.0
Mumbai,Goregaon East,1,65.5
Mumbai,Goregaon East,2,86.0
Mumbai,Goregaon East,3,98.0
Mumbai,Goregaon East,4,134.5
Mumbai,Goregaon East,5,38.0
Mumbai,Goregaon Mulund Link Road,1,76.0
Mumbai,Goregaon Mulund Link Road,3,68.0
Mumbai,Goregaon West,1,62.0
Mumbai,Goregaon West,2,100.0
Mumbai,Goregaon West,3,90.0
Mumbai,Goregaon West,4,103.0
Mumbai,Goregaon West,5,91.0
Mumbai,Govandi,1,50.0
Mumbai,Govandi,2,52.0
Mumbai,Govind Nagar Bhandup West,2,69.0
Mumbai,Govind Nagar Borivali West,1,74.0
Mumbai,Gowalia Tank,4,179.0
Mumbai,Grant Road East,1,102.0
Mumbai,Green Hills,1,94.0
Mumbai,Gulshan Nagar,2,88.0
Mumbai,Hatkesh Udhog Nagar,1,28.0
Mumbai,Hindu Colony,2,173.0
Mumbai,Hindu Colony,3,136.0
Mumbai,IC Colony,1,70.0
Mumbai,IC Colony,2,70.0
Mumbai,Inlaks Nagar,1,104.0
Mumbai,Irani Wadi,2,33.0
Mumbai,JB Nagar,2,88.0
Mumbai,JVPD Scheme,3,141.0
Mumbai,Jacob Circle,2,125.0
Mumbai,Jankalyan Nagar,1,78.0
Mumbai,Jankalyan Nagar,2,71.0
Mumbai,Janki Kutir,2,150.0
Mumbai,Jawahar Nagar,3,105.0
Mumbai,Jayprakash Nagar,1,112.0
Mumbai,Jayprakash Nagar,2,106.0
Mumbai,Jijamata Road,1,75.0
Mumbai,Jogeshwari East,1,62.5
Mumbai,Jogeshwari East,3,111.0
Mumbai,Jogeshwari East,5,148.0
Mumbai,Jogeshwari Vikhroli Link Road,2,108.0
Mumbai,Jogeshwari Vikhroli Link Road,3,102.0
Mumbai,Jogeshwari Vikhroli Link Road,4,92.0
Mumbai,Jogeshwari West,1,65.0
Mumbai,Jogeshwari West,3,104.5
Mumbai,Juhu,1,100.0
Mumbai,Juhu,2,118.0
Mumbai,Juhu,3,194.0
Mumbai,Juhu,4,159.0
Mumbai,Juhu Scheme,4,161.5
Mumbai,Juhu Scheme,5,193.0
Mumbai,Juhu Versova Link Road,1,88.0
Mumbai,Juhu Versova Link Road,3,99.0
Mumbai,Kala Nagar,3,220.0
Mumbai,Kalachauki,1,54.0
Mumbai,Kalachowki,1,76.0
Mumbai,Kalbadevi,1,143.0
Mumbai,Kalina,1,81.0
Mumbai,Kalina,2,99.0
Mumbai,Kalina,4,110.0
Mumbai,Kamgar Nagar Prabhadevi,3,138.0
Mumbai,Kanakiya,1,107.0
Mumbai,Kanchpada,4,94.0
Mumbai,Kandivali,2,73.0
Mumbai,Kandivali East,1,53.0
Mumbai,Kandivali East,2,79.0
Mumbai,Kandivali East,3,62.0
Mumbai,Kandivali East,4,100.0
Mumbai,Kandivali West,1,55.5
Mumbai,Kandivali West,2,58.0
Mumbai,Kandivali West,3,60.0
Mumbai,Kandivali West,4,72.5
Mumbai,Kanjurmarg,2,33.0
Mumbai,Kanjurmarg East,1,27.0
Mumbai,Kanjurmarg East,2,100.0
Mumbai,Kanjurmarg East,3,88.5
Mumbai,Kanjurmarg West,1,43.0
Mumbai,Kanjurmarg West,2,76.0
Mumbai,Kanjurmarg West,3,72.0
Mumbai,Kannamwar Nagar 1,2,53.0
Mumbai,Kemps Corner,2,167.0
Mumbai,Kemps Corner,3,201.0
Mumbai,Ketkipada,2,29.0
Mumbai,Khar Danda,3,186.0
Mumbai,Khar West,1,138.0
Mumbai,Khar West,2,109.0
Mumbai,Khar West,3,193.0
Mumbai,Khar West,4,148.0
Mumbai,Khar West,5,267.0
Mumbai,Kharodi,1,29.0
Mumbai,Khatau Estate,2,74.5
Mumbai,Kirol Village,1,55.0
Mumbai,Kokanipada,3,72.0
Mumbai,Kolivery Village,3,84.0
Mumbai,Kondivita Village Andheri East,1,82.0
Mumbai,Kurar Village,1,65.0
Mumbai,Kurla,1,57.5
Mumbai,Kurla,2,77.0
Mumbai,Kurla East,1,49.0
Mumbai,Kurla East,2,75.0
Mumbai,Kurla East,3,80.0
Mumbai,Kurla West,1,74.5
Mumbai,Kurla West,2,65.0
Mumbai,Kurla West,3,67.0
Mumbai,Kurla West,4,81.0
Mumbai,LBS Road,2,56.0
Mumbai,LIC Colony Borivali West,3,60.0
Mumbai,LIC Colony Vile Parle West,2,110.0
Mumbai,Lal Bahadur Shastri Nagar Dahisar West,3,67.0
Mumbai,Lal Bahadur Shastri Road,1,58.0
Mumbai,Lal Bahadur Shastri Road,2,75.5
Mumbai,Lal Bahadur Shastri Road,3,44.0
Mumbai,Lal Baug,1,60.0
Mumbai,Lalbaug Sion,1,130.0
Mumbai,Liberty Garden,2,72.0
Mumbai,Linking Road,2,156.0
Mumbai,Lokhandwala Complex Andheri West,1,74.0
Mumbai,Lokhandwala Complex Andheri West,2,104.0
Mumbai,Lokhandwala Complex Andheri West,3,126.5
Mumbai,Lokhandwala Township Kandivali East,1,64.0
Mumbai,Lokhandwala Township Kandivali East,2,50.5
Mumbai,Lower Parel,1,106.0
Mumbai,Lower Parel,2,198.0
Mumbai,Lower Parel,3,152.0
Mumbai,Lower Parel,4,167.0
Mumbai,MBH Colony,2,64.0
Mumbai,MHADA Colony Mulund East,1,60.0
Mumbai,MR Society,3,29.0
Mumbai,Madh,1,71.0
Mumbai,Magathane,2,63.0
Mumbai,Magathane,3,79.0
Mumbai,Mahalakshmi,1,73.0
Mumbai,Mahalakshmi,2,90.5
Mumbai,Mahalakshmi,3,168.0
Mumbai,Mahavir Nagar Kandivali West,1,80.0
Mumbai,Mahavir Nagar Kandivali West,2,71.0
Mumbai,Mahavir Nagar Kandivali West,3,74.0
Mumbai,Mahim,1,98.0
Mumbai,Mahim,2,129.0
Mumbai,Mahim,3,125.0
Mumbai,Mahim United Industrial Estate,2,128.0
Mumbai,Mahim West,1,125.0
Mumbai,Mahim West,2,104.0
Mumbai,Malabar Hill,3,147.0
Mumbai,Malad East,1,78.0
Mumbai,Malad East,2,96.5
Mumbai,Malad East,3,75.0
Mumbai,Malad East,4,51.0
Mumbai,Malad West,1,56.0
Mumbai,Malad West,2,69.5
Mumbai,Malad West,3,79.0
Mumbai,Malad West,4,86.5
Mumbai,Mandvi,1,100.0
Mumbai,Mandvi,3,45.0
Mumbai,Manish Nagar,1,66.5
Mumbai,Mankhurd,1,97.0
Mumbai,Mankhurd,3,29.0
Mumbai,Marol,1,143.0
Mumbai,Marol,2,88.0
Mumbai,Marol,3,130.0
Mumbai,Marol,4,142.0
Mumbai,Marve Road,1,64.0
Mumbai,Masjid Bandar,3,41.0
Mumbai,Masjid Bandar West,1,108.0
Mumbai,Matunga,1,72.0
Mumbai,Matunga,2,129.5
Mumbai,Matunga,3,149.0
Mumbai,Matunga East,1,143.0
Mumbai,Matunga East,2,134.0
Mumbai,Matunga West,1,115.0
Mumbai,Matunga West,2,141.0
Mumbai,Matunga West,3,111.5
Mumbai,Mazgaon,1,103.0
Mumbai,Mindspace,2,120.0
Mumbai,Mira Bhayandar,2,25.0
Mumbai,Mira Road,1,35.5
Mumbai,Mira Road,2,31.0
Mumbai,Mira Road,3,47.0
Mumbai,Model Town Andheri West,2,92.0
Mumbai,Mulund,2,59.0
Mumbai,Mulund,3,46.0
Mumbai,Mulund East,1,41.0
Mumbai,Mulund East,2,65.5
Mumbai,Mulund East,3,63.0
Mumbai,Mulund West,1,56.0
Mumbai,Mulund West,2,59.0
Mumbai,Mulund West,3,76.5
Mumbai,Mulund West,4,81.5
Mumbai,Mumbai CST Area,4,150.0
Mumbai,Mumbai Central,1,55.0
Mumbai,Mumbai Central,2,115.0
Mumbai,Muranjan Wadi,1,45.0
Mumbai,Mysore Colony,1,53.0
Mumbai,Nagpada,1,99.5
Mumbai,Nahar Nagar,2,86.0
Mumbai,Nahur East,1,34.0
Mumbai,Naidu Colony,2,78.0
Mumbai,Naigaon East,1,29.0
Mumbai,Naigaon East,2,25.0
Mumbai,Naigaon East,3,24.0
Mumbai,Naigaon East,4,13.0
